asset,policy,delay_ms,fee_bps,fill_fraction,adverse_selection_bps,daily_utility_difference,mlp_minus_logistic_utility,mlp_minus_logistic_f1,opposite_mean_directions
BTC,argmax,100,0,0.25,1,"[0.038769983384391554, 0.12945043858677463, 0.057838933281525506]",0.0753531184175639,0.17993554428546674,False
BTC,argmax,100,0,0.25,5,"[0.20224921155364683, 0.5907492950469213, 0.3100450977526855]",0.36768120145108457,0.17993554428546674,False
BTC,argmax,100,0,0.5,0,"[-0.004199647315844546, 0.02825144894347585, -0.01042521567252895]",0.004542195318367452,0.17993554428546674,False
BTC,argmax,100,0,0.5,1,"[0.07753996676878311, 0.25890087717354926, 0.11567786656305101]",0.1507062368351278,0.17993554428546674,False
BTC,argmax,100,0,0.5,5,"[0.40449842310729367, 1.1814985900938426, 0.620090195505371]",0.7353624029021691,0.17993554428546674,False
BTC,argmax,100,0,1,0,"[-0.008399294631689092, 0.0565028978869517, -0.0208504313450579]",0.009084390636734904,0.17993554428546674,False
BTC,argmax,100,0,1,1,"[0.15507993353756622, 0.5178017543470985, 0.23135573312610203]",0.3014124736702556,0.17993554428546674,False
BTC,argmax,100,0,1,5,"[0.8089968462145873, 2.3629971801876852, 1.240180391010742]",1.4707248058043383,0.17993554428546674,False
BTC,argmax,100,5,0.25,0,"[0.4065987979032344, 1.167371663452074, 0.6253032387311075]",0.7330912333621388,0.17993554428546674,False
BTC,argmax,100,5,0.25,1,"[0.4474686049455481, 1.2826963775671103, 0.6883547798488969]",0.8061732541205183,0.17993554428546674,False
BTC,argmax,100,5,0.25,5,"[0.6109478331148028, 1.743995234027257, 0.9405609443200578]",1.0985013371540393,0.17993554428546674,False
BTC,argmax,100,5,0.5,0,"[0.8131975958064688, 2.334743326904148, 1.250606477462215]",1.4661824667242775,0.17993554428546674,False
BTC,argmax,100,5,0.5,1,"[0.8949372098910962, 2.5653927551342206, 1.3767095596977938]",1.6123465082410366,0.17993554428546674,False
BTC,argmax,100,5,0.5,5,"[1.2218956662296057, 3.487990468054514, 1.8811218886401155]",2.1970026743080786,0.17993554428546674,False
BTC,argmax,100,5,1,0,"[1.6263951916129376, 4.669486653808296, 2.50121295492443]",2.932364933448555,0.17993554428546674,False
BTC,argmax,100,5,1,1,"[1.7898744197821923, 5.130785510268441, 2.7534191193955877]",3.2246930164820733,0.17993554428546674,False
BTC,argmax,100,5,1,5,"[2.4437913324592113, 6.975980936109028, 3.762243777280231]",4.394005348616157,0.17993554428546674,False
BTC,argmax,500,0,0.25,0,"[-0.001509761996137643, 0.014186606532537682, -0.004745276174185541]",0.002643856120738166,0.17993554428546674,False
BTC,argmax,500,0,0.25,1,"[0.039360045046176156, 0.12951132064757437, 0.0583062649436045]",0.07572587687911835,0.17993554428546674,False
BTC,argmax,500,0,0.25,5,"[0.20283927321543127, 0.5908101771077211, 0.3105124294147644]",0.3680539599126389,0.17993554428546674,False
BTC,argmax,500,0,0.5,0,"[-0.003019523992275286, 0.028373213065075363, -0.009490552348371081]",0.005287712241476332,0.17993554428546674,False
BTC,argmax,500,0,0.5,1,"[0.07872009009235231, 0.25902264129514874, 0.116612529887209]",0.1514517537582367,0.17993554428546674,False
BTC,argmax,500,0,0.5,5,"[0.40567854643086254, 1.1816203542154422, 0.6210248588295288]",0.7361079198252778,0.17993554428546674,False
BTC,argmax,500,0,1,0,"[-0.006039047984550572, 0.056746426130150726, -0.018981104696742163]",0.010575424482952664,0.17993554428546674,False
BTC,argmax,500,0,1,1,"[0.15744018018470463, 0.5180452825902975, 0.233225059774418]",0.3029035075164734,0.17993554428546674,False
BTC,argmax,500,0,1,5,"[0.8113570928617251, 2.3632407084308844, 1.2420497176590577]",1.4722158396505556,0.17993554428546674,False
BTC,argmax,500,5,0.25,0,"[0.4071890188171947, 1.1674325452187297, 0.6257707109920694]",0.733464091675998,0.17993554428546674,False
BTC,argmax,500,5,0.25,1,"[0.4480588258595093, 1.2827572593337664, 0.6888222521098593]",0.8065461124343782,0.17993554428546674,False
BTC,argmax,500,5,0.25,5,"[0.611538054028764, 1.7440561157939132, 0.9410284165810197]",1.0988741954678989,0.17993554428546674,False
BTC,argmax,500,5,0.5,0,"[0.8143780376343894, 2.3348650904374595, 1.2515414219841388]",1.466928183351996,0.17993554428546674,False
BTC,argmax,500,5,0.5,1,"[0.8961176517190186, 2.5655145186675328, 1.3776445042197185]",1.6130922248687565,0.17993554428546674,False
BTC,argmax,500,5,0.5,5,"[1.223076108057528, 3.4881122315878264, 1.8820568331620393]",2.1977483909357978,0.17993554428546674,False
BTC,argmax,500,5,1,0,"[1.6287560752687789, 4.669730180874919, 2.5030828439682775]",2.933856366703992,0.17993554428546674,False
BTC,argmax,500,5,1,1,"[1.7922353034380372, 5.1310290373350655, 2.755289008439437]",3.226184449737513,0.17993554428546674,False
BTC,argmax,500,5,1,5,"[2.446152216115056, 6.976224463175653, 3.7641136663240786]",4.3954967818715955,0.17993554428546674,False
BTC,fixed_confidence,0,0,0.25,0,"[0.009394256170473542, 0.0038214886848149995, 0.030046146930885736]",0.014420630595391426,0.17993554428546674,False
BTC,fixed_confidence,0,0,0.25,1,"[-0.019175033180486974, -0.00782725683489826, -0.01789263466948941]",-0.014964974894958216,0.17993554428546674,True
BTC,fixed_confidence,0,0,0.25,5,"[-0.13345219058432906, -0.05442223891375128, -0.20964776107099]",-0.1325073968563568,0.17993554428546674,True
BTC,fixed_confidence,0,0,0.5,0,"[0.018788512340947083, 0.007642977369629999, 0.06009229386177147]",0.02884126119078285,0.17993554428546674,False
BTC,fixed_confidence,0,0,0.5,1,"[-0.03835006636097395, -0.01565451366979652, -0.03578526933897882]",-0.02992994978991643,0.17993554428546674,True
BTC,fixed_confidence,0,0,0.5,5,"[-0.2669043811686581, -0.10884447782750256, -0.41929552214198]",-0.2650147937127136,0.17993554428546674,True
BTC,fixed_confidence,0,0,1,0,"[0.03757702468189417, 0.015285954739259998, 0.12018458772354294]",0.0576825223815657,0.17993554428546674,False
BTC,fixed_confidence,0,0,1,1,"[-0.0767001327219479, -0.03130902733959304, -0.07157053867795764]",-0.05985989957983286,0.17993554428546674,True
BTC,fixed_confidence,0,0,1,5,"[-0.5338087623373162, -0.21768895565500512, -0.83859104428396]",-0.5300295874254272,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.25,0,"[-0.276296476688626, -0.11266466120388241, -0.44934116279734226]",-0.27943410022995024,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.25,1,"[-0.3048657660395865, -0.12431340672359564, -0.4972799443977175]",-0.3088197057202999,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.25,5,"[-0.41914292344342874, -0.17090838880244863, -0.6890350707992181]",-0.4263621276816985,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.5,0,"[-0.552592953377252, -0.22532932240776482, -0.8986823255946845]",-0.5588682004599005,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.5,1,"[-0.609731532079173, -0.24862681344719129, -0.994559888795435]",-0.6176394114405998,0.17993554428546674,True
BTC,fixed_confidence,0,5,0.5,5,"[-0.8382858468868575, -0.34181677760489726, -1.3780701415984362]",-0.852724255363397,0.17993554428546674,True
BTC,fixed_confidence,0,5,1,0,"[-1.105185906754504, -0.45065864481552964, -1.797364651189369]",-1.117736400919801,0.17993554428546674,True
BTC,fixed_confidence,0,5,1,1,"[-1.219463064158346, -0.49725362689438257, -1.98911977759087]",-1.2352788228811995,0.17993554428546674,True
BTC,fixed_confidence,0,5,1,5,"[-1.676571693773715, -0.6836335552097945, -2.7561402831968724]",-1.705448510726794,0.17993554428546674,True
BTC,fixed_confidence,100,0,0.25,0,"[0.00844046277796913, 0.003978722721488382, 0.027883651945285554]",0.013434279148247687,0.17993554428546674,False
BTC,fixed_confidence,100,0,0.25,1,"[-0.020128826572991382, -0.0076700227982248875, -0.020055129655089612]",-0.01595132634210196,0.17993554428546674,True
BTC,fixed_confidence,100,0,0.25,5,"[-0.13440598397683345, -0.054265004877077944, -0.2118102560565902]",-0.13349374830350055,0.17993554428546674,True
BTC,fixed_confidence,100,0,0.5,0,"[0.01688092555593826, 0.007957445442976763, 0.05576730389057111]",0.026868558296495374,0.17993554428546674,False
BTC,fixed_confidence,100,0,0.5,1,"[-0.040257653145982765, -0.015340045596449775, -0.040110259310179225]",-0.03190265268420392,0.17993554428546674,True
BTC,fixed_confidence,100,0,0.5,5,"[-0.2688119679536669, -0.10853000975415589, -0.4236205121131804]",-0.2669874966070011,0.17993554428546674,True
BTC,fixed_confidence,100,0,1,0,"[0.03376185111187652, 0.015914890885953527, 0.11153460778114221]",0.05373711659299075,0.17993554428546674,False
BTC,fixed_confidence,100,0,1,1,"[-0.08051530629196553, -0.03068009119289955, -0.08022051862035845]",-0.06380530536840784,0.17993554428546674,True
BTC,fixed_confidence,100,0,1,5,"[-0.5376239359073338, -0.21706001950831177, -0.8472410242263608]",-0.5339749932140022,0.17993554428546674,True
BTC,fixed_confidence,100,5,0.25,0,"[-0.2772509314799083, -0.11250736887938484, -0.4515036864745923]",-0.28042066227796186,0.17993554428546674,True
BTC,fixed_confidence,100,5,0.25,1,"[-0.3058202208308689, -0.12415611439909807, -0.49944246807496745]",-0.3098062677683115,0.17993554428546674,True
