family,group,endpoint,metric,n,raw,standardized_group_conditionals,q_F,q_A,q_N,ell_F,ell_A,ell_N
rebound,Aug-Nov,equal_day,C,1633,0.2941351330893781,0.3024065443951149,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.7398243352900362,0.28631831238586924,0.24895516979285948
rebound,Aug-Nov,equal_day,P,1633,0.29172870844155135,0.3008395019918404,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.7385418043016687,0.2953907575970579,0.23674185632876285
rebound,Aug-Nov,equal_day,R,1633,0.3068889288146566,0.31896914071461574,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.7651938158887555,0.3490676025879115,0.21809888373016895
rebound,Aug-Nov,equal_day,onehot-F,1633,0.9407104742250376,0.9262981574539366,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.0,1.0000000000000002,1.0000000000000002
rebound,Aug-Nov,equal_day,onehot-A,1633,0.5697213312124532,0.5376884422110554,0.05928952577496228,0.43027866878754667,0.5104318054374909,1.0000000000000002,0.0,1.0000000000000002
rebound,Aug-Nov,equal_day,onehot-N,1633,0.4895681945625089,0.5360134003350085,0.05928952577496228,0.43027866878754667,0.5104318054374909,1.0000000000000002,1.0000000000000002,0.0
rebound,Aug-Nov,equal_day,uniform,1633,0.33333333333333337,0.33333333333333354,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.33333333333333337,0.3333333333333334,0.3333333333333337
rebound,Aug-Nov,equal_day,train-frequency,1633,0.27709768465467793,0.2827762486356966,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.6435219088182399,0.2549121935753586,0.25323715169931166
rebound,Aug-Nov,equal_day,P-C,1633,-0.002406424647826722,-0.0015670424032745496,0.05928952577496228,0.43027866878754667,0.5104318054374909,-0.001282530988367345,0.009072445211188565,-0.012213313464096704
rebound,Aug-Nov,equal_day,R-C,1633,0.012753795725278527,0.016562596319500876,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.02536948059871935,0.06274929020204223,-0.03085628606269056
rebound,Aug-Nov,equal_day,R-P,1633,0.015160220373105248,0.018129638722775426,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.02665201158708669,0.05367684499085367,-0.018642972598593856
rebound,Aug-Nov,equal_day,C-frequency,1633,0.01703744843469992,0.019630295759418243,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.09630242647179636,0.031406118810510586,-0.004281981906452239
rebound,Aug-Nov,equal_day,P-frequency,1633,0.014631023786873193,0.018063253356143696,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.09501989548342901,0.04047856402169915,-0.01649529537054894
rebound,Aug-Nov,equal_day,R-frequency,1633,0.029791244159978445,0.036192892078919126,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.12167190707051571,0.09415540901255283,-0.0351382679691428
rebound,Aug-Nov,equal_day,frequency-uniform,1633,-0.05623564867865525,-0.050557084697636756,0.05928952577496228,0.43027866878754667,0.5104318054374909,0.31018857548490636,-0.07842113975797468,-0.08009618163402168
rebound,Aug-Nov,pooled,C,1633,0.30430376250746216,0.30511525055966854,0.07164727495407226,0.4733619105939988,0.454990814451929,0.7340542924191465,0.2779773329437568,0.26402047590325917
rebound,Aug-Nov,pooled,P,1633,0.3033531636371013,0.30398096375058203,0.07164727495407226,0.4733619105939988,0.454990814451929,0.7348950669154722,0.2860829144921766,0.25336594951254854
rebound,Aug-Nov,pooled,R,1633,0.3151684795435592,0.3152075762810529,0.07164727495407226,0.4733619105939988,0.454990814451929,0.7634438124310736,0.32726609804133266,0.231992607340843
rebound,Aug-Nov,pooled,onehot-F,1633,0.9283527250459276,0.9262981574539375,0.07164727495407226,0.4733619105939988,0.454990814451929,0.0,1.0000000000000013,1.000000000000001
rebound,Aug-Nov,pooled,onehot-A,1633,0.5266380894060011,0.5376884422110557,0.07164727495407226,0.4733619105939988,0.454990814451929,0.9999999999999998,0.0,1.000000000000001
rebound,Aug-Nov,pooled,onehot-N,1633,0.545009185548071,0.536013400335009,0.07164727495407226,0.4733619105939988,0.454990814451929,0.9999999999999998,1.0000000000000013,0.0
rebound,Aug-Nov,pooled,uniform,1633,0.33333333333333326,0.33333333333333354,0.07164727495407226,0.4733619105939988,0.454990814451929,0.3333333333333335,0.3333333333333335,0.3333333333333336
rebound,Aug-Nov,pooled,train-frequency,1633,0.2819928920257656,0.28277624863569656,0.07164727495407226,0.4733619105939988,0.454990814451929,0.6435219088182401,0.25491219357535877,0.25323715169931144
rebound,Aug-Nov,pooled,P-C,1633,-0.0009505988703608769,-0.0011342868090864658,0.07164727495407226,0.4733619105939988,0.454990814451929,0.0008407744963256362,0.008105581548419782,-0.010654526390710498
rebound,Aug-Nov,pooled,R-C,1633,0.010864717036097017,0.010092325721384358,0.07164727495407226,0.4733619105939988,0.454990814451929,0.02938952001192713,0.049288765097575814,-0.03202786856241609
rebound,Aug-Nov,pooled,R-P,1633,0.011815315906457886,0.011226612530470824,0.07164727495407226,0.4733619105939988,0.454990814451929,0.02854874551560149,0.04118318354915602,-0.021373342171705577
rebound,Aug-Nov,pooled,C-frequency,1633,0.022310870481696745,0.02233900192397189,0.07164727495407226,0.4733619105939988,0.454990814451929,0.0905323836009067,0.02306513936839817,0.010783324203947394
rebound,Aug-Nov,pooled,P-frequency,1633,0.021360271611335867,0.02120471511488542,0.07164727495407226,0.4733619105939988,0.454990814451929,0.09137315809723232,0.03117072091681795,0.00012879781323689015
rebound,Aug-Nov,pooled,R-frequency,1633,0.03317558751779376,0.03243132764535625,0.07164727495407226,0.4733619105939988,0.454990814451929,0.11992190361283381,0.07235390446597399,-0.02124454435846869
rebound,Aug-Nov,pooled,frequency-uniform,1633,-0.05134044130756798,-0.050557084697636784,0.07164727495407226,0.4733619105939988,0.454990814451929,0.3101885754849063,-0.07842113975797478,-0.08009618163402166
